PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,PlaytimeCategory,PurchaseStatus
13217,19,Male,Europe,Simulation,17,1,Hard,16,65,63,21,Medium,Medium,Purchased
13218,44,Male,USA,Strategy,19,0,Medium,9,61,79,34,Medium,Medium,No Purchase
13219,20,Female,Europe,Action,17,0,Easy,1,136,61,25,High,Medium,No Purchase
13220,18,Male,Europe,Action,4,0,Medium,5,29,2,15,Low,Low,No Purchase
13221,43,Male,Europe,Strategy,6,0,Easy,18,35,88,28,Medium,Low,No Purchase
13222,37,Male,Europe,Strategy,4,0,Hard,11,32,26,30,Medium,Low,No Purchase
13223,20,Female,USA,Action,17,1,Easy,13,26,64,16,Medium,Medium,Purchased
13224,46,Male,USA,RPG,10,0,Medium,13,116,46,3,High,Medium,No Purchase
13225,32,Female,Europe,Sports,2,0,Easy,11,96,14,22,Medium,Low,No Purchase
13226,29,Female,Europe,Action,12,0,Easy,8,142,23,23,Medium,Medium,No Purchase
13227,46,Female,USA,Sports,11,0,Medium,18,10,36,40,Low,Medium,No Purchase
13228,23,Male,USA,Sports,14,0,Easy,18,143,97,25,High,Medium,No Purchase
13229,24,Female,USA,RPG,22,0,Easy,8,129,88,34,Medium,Medium,No Purchase
13230,34,Female,Europe,Strategy,19,0,Easy,5,106,37,34,Medium,Medium,No Purchase
13231,20,Male,Europe,Strategy,18,0,Medium,2,85,26,14,Low,Medium,No Purchase
13232,17,Male,USA,Strategy,5,0,Easy,11,64,53,35,Medium,Low,No Purchase
13233,25,Female,Europe,Action,22,0,Medium,2,38,96,43,Low,Medium,No Purchase
13234,31,Male,Europe,Simulation,9,0,Easy,10,23,91,38,Medium,Low,No Purchase
13235,46,Male,Europe,Simulation,11,0,Easy,16,177,10,9,Medium,Medium,No Purchase
13236,18,Female,Asia,Simulation,1,1,Easy,7,108,62,15,Medium,Low,Purchased
13237,18,Female,USA,RPG,16,0,Easy,14,87,34,30,Medium,Medium,No Purchase
13238,31,Male,USA,RPG,23,0,Medium,14,41,5,20,Medium,Medium,No Purchase
13239,33,Male,Europe,Simulation,6,0,Hard,19,21,45,15,Medium,Low,No Purchase
13240,19,Female,Other,Strategy,5,0,Hard,7,61,5,27,Medium,Low,No Purchase
13241,46,Female,Europe,Strategy,5,0,Hard,9,124,25,18,Medium,Low,No Purchase
13242,36,Female,USA,Simulation,7,1,Hard,17,126,12,0,High,Low,Purchased
13243,20,Female,Other,Strategy,18,0,Medium,8,86,17,14,Medium,Medium,No Purchase
13244,49,Female,Europe,Simulation,20,0,Medium,3,164,42,35,Medium,Medium,No Purchase
13245,36,Female,Europe,Action,18,1,Easy,4,156,47,20,Medium,Medium,Purchased
13246,15,Male,Europe,Sports,7,0,Easy,17,100,64,2,High,Low,No Purchase
13247,34,Male,USA,Sports,16,0,Easy,13,86,63,40,Medium,Medium,No Purchase
13248,36,Male,Asia,Sports,14,0,Medium,7,151,28,31,Medium,Medium,No Purchase
13249,25,Male,Europe,Simulation,12,0,Medium,2,65,70,23,Low,Medium,No Purchase
13250,27,Male,Other,Action,12,0,Hard,2,138,26,22,Low,Medium,No Purchase
13251,17,Male,USA,RPG,13,0,Easy,8,153,67,7,Medium,Medium,No Purchase
13252,23,Female,Europe,Sports,4,0,Medium,10,24,98,15,Low,Low,No Purchase
13253,26,Female,Europe,Strategy,22,1,Hard,10,41,12,46,Medium,Medium,Purchased
13254,37,Male,Asia,Simulation,16,0,Easy,9,144,16,24,Medium,Medium,No Purchase
13255,28,Male,USA,Simulation,22,0,Hard,12,91,54,0,Low,Medium,No Purchase
13256,47,Male,Asia,RPG,7,0,Easy,16,71,94,40,Medium,Low,No Purchase
13257,32,Female,Europe,Strategy,10,0,Easy,14,92,32,29,High,Medium,No Purchase
13258,23,Male,Europe,Action,8,0,Easy,13,159,17,39,High,Low,No Purchase
13259,37,Female,Asia,Sports,20,0,Easy,14,77,6,43,Medium,Medium,No Purchase
13260,24,Male,Europe,Action,14,0,Medium,12,66,35,24,Medium,Medium,No Purchase
13261,33,Male,Asia,Strategy,6,1,Medium,16,140,73,27,High,Low,Purchased
13262,19,Male,Europe,Strategy,12,0,Easy,5,178,50,32,Medium,Medium,No Purchase
13263,37,Male,USA,Simulation,13,0,Easy,12,132,74,8,High,Medium,No Purchase
13264,44,Female,USA,Action,21,1,Medium,3,65,39,1,Low,Medium,Purchased
13265,39,Female,USA,RPG,6,0,Hard,8,14,45,31,Low,Low,No Purchase
13266,42,Male,Europe,Strategy,6,0,Easy,9,20,31,3,Low,Low,No Purchase
13267,48,Female,USA,Simulation,3,0,Medium,19,43,30,32,Medium,Low,No Purchase
13268,39,Male,Asia,Sports,3,1,Medium,10,56,7,26,Low,Low,Purchased
13269,24,Male,USA,RPG,2,1,Medium,1,154,13,30,Low,Low,Purchased
13270,28,Female,Europe,RPG,1,1,Easy,13,95,44,30,Medium,Low,Purchased
13271,44,Male,USA,Simulation,5,0,Easy,5,151,56,12,Medium,Low,No Purchase
13272,39,Male,USA,RPG,6,0,Easy,1,90,30,27,Low,Low,No Purchase
13273,28,Male,USA,RPG,14,1,Easy,18,109,33,9,High,Medium,Purchased
13274,49,Male,Other,Simulation,6,0,Medium,11,97,40,3,Medium,Low,No Purchase
13275,48,Male,USA,Simulation,22,0,Easy,7,124,82,36,High,Medium,No Purchase
13276,24,Female,USA,Strategy,1,0,Easy,18,121,85,44,High,Low,No Purchase
13277,49,Male,Asia,Simulation,10,0,Medium,14,10,52,32,Low,Medium,No Purchase
13278,25,Male,Europe,Sports,4,0,Hard,14,18,46,29,Medium,Low,No Purchase
13279,25,Male,Europe,Action,1,0,Easy,6,100,29,14,Medium,Low,No Purchase
13280,35,Male,Asia,Simulation,9,0,Hard,16,176,81,12,High,Low,No Purchase
13281,35,Female,Asia,Strategy,16,0,Easy,7,132,31,45,Medium,Medium,No Purchase
13282,36,Female,Asia,Sports,22,0,Medium,3,18,99,28,Low,Medium,No Purchase
13283,21,Female,Europe,Action,1,0,Easy,19,121,69,15,High,Low,No Purchase
13284,31,Male,Europe,Simulation,19,0,Easy,9,123,62,18,Medium,Medium,No Purchase
13285,16,Female,Other,Strategy,4,0,Medium,13,171,61,47,High,Low,No Purchase
13286,26,Male,Asia,Action,9,0,Easy,9,105,40,6,Medium,Low,No Purchase
13287,32,Male,Europe,Action,16,1,Medium,1,45,63,47,Low,Medium,Purchased
13288,25,Female,USA,Strategy,7,0,Medium,2,79,96,18,Low,Low,No Purchase
13289,30,Male,Other,Action,22,0,Easy,6,94,52,38,Medium,Medium,No Purchase
13290,32,Male,USA,RPG,13,0,Hard,18,159,95,36,High,Medium,No Purchase
13291,49,Female,USA,Sports,15,0,Medium,5,138,16,2,Medium,Medium,No Purchase
13292,40,Female,USA,RPG,4,0,Easy,3,61,74,35,Low,Low,No Purchase
13293,30,Male,USA,Action,11,0,Easy,4,168,74,35,Low,Medium,No Purchase
13294,20,Female,Asia,Simulation,0,0,Medium,8,142,3,40,Low,Low,No Purchase
13295,26,Female,USA,Strategy,12,0,Easy,4,173,49,11,Medium,Medium,No Purchase
13296,27,Female,USA,Strategy,12,0,Easy,2,159,76,1,Medium,Medium,No Purchase
13297,18,Male,USA,Sports,9,0,Easy,18,65,88,12,Medium,Low,No Purchase
13298,16,Female,USA,Strategy,14,0,Easy,8,51,90,0,Medium,Medium,No Purchase
13299,40,Female,Europe,Strategy,18,0,Easy,2,47,76,35,Low,Medium,No Purchase
13300,41,Female,Europe,Sports,1,0,Easy,17,44,26,35,Medium,Low,No Purchase
13301,41,Female,Asia,RPG,7,1,Easy,17,93,33,48,High,Low,Purchased
13302,29,Male,Asia,RPG,4,0,Hard,7,179,40,38,Medium,Low,No Purchase
13303,22,Male,USA,Action,6,0,Medium,12,98,75,40,Medium,Low,No Purchase
13304,21,Female,Europe,Strategy,4,0,Easy,0,95,83,40,Low,Low,No Purchase
13305,26,Male,Europe,Action,19,0,Medium,14,77,11,31,Medium,Medium,No Purchase
13306,27,Male,USA,Action,1,1,Easy,6,157,38,29,Medium,Low,Purchased
13307,31,Female,Europe,Action,3,0,Easy,1,83,7,41,Low,Low,No Purchase
13308,31,Male,USA,Sports,14,0,Hard,19,177,66,18,High,Medium,No Purchase
13309,35,Male,USA,Simulation,24,0,Easy,13,85,57,43,Medium,Medium,No Purchase
13310,22,Male,Europe,RPG,22,0,Hard,14,98,45,14,Medium,Medium,No Purchase
13311,19,Female,USA,Sports,15,1,Easy,7,60,33,32,Medium,Medium,Purchased
13312,40,Female,USA,Simulation,10,0,Medium,3,28,62,44,Low,Medium,No Purchase
13313,30,Female,USA,Action,9,0,Easy,18,40,48,11,Medium,Low,No Purchase
13314,42,Male,USA,Sports,21,1,Hard,1,86,8,9,Low,Medium,Purchased
13315,43,Female,USA,Simulation,1,0,Easy,5,115,10,30,Medium,Low,No Purchase
13316,26,Male,Europe,RPG,7,0,Medium,16,19,28,35,Medium,Low,No Purchase
13317,44,Male,USA,Simulation,3,0,Easy,18,22,79,5,Medium,Low,No Purchase
13318,37,Male,Asia,Sports,5,1,Hard,8,95,60,35,Medium,Low,Purchased
13319,30,Female,Asia,RPG,2,0,Hard,16,159,78,49,High,Low,No Purchase
13320,28,Male,Europe,RPG,6,1,Medium,17,21,26,38,Medium,Low,Purchased
13321,24,Female,USA,Strategy,6,0,Hard,12,179,82,12,High,Low,No Purchase
13322,21,Male,Asia,Simulation,6,0,Easy,3,164,13,1,Medium,Low,No Purchase
13323,43,Male,Europe,Simulation,5,0,Hard,10,163,16,22,Low,Low,No Purchase
13324,17,Female,USA,Simulation,5,1,Hard,3,32,52,15,Low,Low,Purchased
13325,29,Male,Asia,Action,20,0,Easy,6,22,99,31,Low,Medium,No Purchase
13326,33,Female,USA,RPG,18,0,Medium,6,157,15,33,Medium,Medium,No Purchase
13327,27,Male,Europe,Simulation,16,0,Easy,7,11,67,49,Low,Medium,No Purchase
13328,35,Female,Asia,Sports,6,0,Easy,11,125,53,38,High,Low,No Purchase
13329,41,Female,USA,Sports,14,0,Medium,5,95,15,19,Medium,Medium,No Purchase
13330,43,Male,USA,Strategy,18,0,Medium,11,119,81,4,Medium,Medium,No Purchase
13331,34,Male,Other,RPG,5,1,Easy,14,86,12,48,Medium,Low,Purchased
13332,39,Female,Asia,Action,10,0,Easy,14,76,77,46,Medium,Medium,No Purchase
13333,20,Female,USA,Strategy,14,0,Medium,9,43,83,10,Medium,Medium,No Purchase
13334,16,Male,Europe,Simulation,6,0,Hard,8,11,84,38,Low,Low,No Purchase
13335,36,Female,USA,RPG,18,1,Easy,11,111,61,37,Medium,Medium,Purchased
13336,46,Female,Asia,Action,14,0,Easy,15,60,44,7,Medium,Medium,No Purchase
13337,30,Male,Europe,RPG,7,0,Easy,19,97,40,20,High,Low,No Purchase
13338,32,Male,Asia,Simulation,9,0,Easy,19,34,94,25,Medium,Low,No Purchase
13339,19,Female,Other,Strategy,9,1,Easy,1,176,66,22,Low,Low,Purchased
13340,44,Female,Other,Simulation,11,0,Easy,13,96,24,6,Medium,Medium,No Purchase
13341,33,Female,USA,Sports,13,1,Easy,5,111,51,0,Medium,Medium,Purchased
13342,37,Male,Other,Strategy,11,0,Easy,7,93,76,18,Medium,Medium,No Purchase
13343,48,Female,USA,Sports,4,1,Hard,11,49,56,12,Medium,Low,Purchased
13344,27,Female,USA,Simulation,16,0,Medium,8,63,42,37,Medium,Medium,No Purchase
13345,43,Male,USA,Strategy,3,0,Medium,17,15,98,11,Low,Low,No Purchase
13346,36,Female,Europe,Simulation,4,0,Hard,7,169,20,8,Medium,Low,No Purchase
13347,23,Female,Europe,RPG,16,0,Easy,11,57,96,45,Medium,Medium,No Purchase
13348,33,Male,Asia,RPG,11,0,Hard,2,110,37,43,Low,Medium,No Purchase
13349,20,Female,Other,Action,14,0,Hard,10,110,32,33,Medium,Medium,No Purchase
13350,29,Female,Europe,Simulation,7,0,Easy,10,26,41,23,Low,Low,No Purchase
13351,34,Male,Europe,Sports,2,0,Easy,17,47,28,18,Medium,Low,No Purchase
13352,23,Female,Europe,Action,23,0,Easy,3,60,55,5,Low,Medium,No Purchase
13353,46,Female,Europe,Strategy,12,0,Easy,19,161,65,17,High,Medium,No Purchase
13354,18,Male,Europe,Sports,11,1,Medium,9,140,43,41,Medium,Medium,Purchased
13355,32,Male,Other,RPG,22,1,Easy,0,97,98,23,Low,Medium,Purchased
13356,19,Male,USA,Sports,24,0,Easy,12,77,24,16,Medium,Medium,No Purchase
13357,34,Male,Asia,Sports,1,0,Easy,6,111,28,28,Medium,Low,No Purchase
13358,37,Female,USA,Action,8,0,Easy,11,56,26,2,Medium,Low,No Purchase
13359,25,Male,Europe,Simulation,15,0,Easy,12,24,64,15,Medium,Medium,No Purchase
13360,36,Female,Asia,RPG,21,0,Easy,13,127,69,36,High,Medium,No Purchase
13361,18,Female,USA,Strategy,14,0,Medium,6,135,48,15,Medium,Medium,No Purchase
13362,43,Male,Asia,Strategy,24,0,Easy,5,161,24,4,Medium,Medium,No Purchase
13363,48,Male,Europe,RPG,16,0,Easy,15,69,3,7,Medium,Medium,No Purchase
13364,27,Male,Asia,Strategy,0,0,Easy,19,116,74,49,High,Low,No Purchase
13365,23,Male,Asia,Sports,12,1,Easy,4,68,68,42,Medium,Medium,Purchased
13366,45,Male,USA,Strategy,23,0,Easy,7,134,48,32,Medium,Medium,No Purchase
13367,21,Male,Other,Sports,4,0,Hard,2,179,8,21,Medium,Low,No Purchase
13368,18,Male,USA,RPG,22,0,Medium,1,36,24,3,Low,Medium,No Purchase
13369,33,Male,Europe,RPG,6,0,Medium,18,38,7,27,Medium,Low,No Purchase
13370,44,Female,Other,Action,22,0,Easy,1,161,48,35,Low,Medium,No Purchase
13371,45,Male,USA,Strategy,15,0,Easy,15,145,84,0,High,Medium,No Purchase
13372,49,Male,Europe,Action,9,0,Medium,4,10,58,1,Low,Low,No Purchase
13373,35,Female,USA,Sports,22,1,Easy,4,105,83,49,Medium,Medium,Purchased
13374,45,Male,USA,Strategy,2,0,Easy,11,139,45,37,High,Low,No Purchase
13375,33,Male,USA,Action,18,0,Easy,16,58,84,15,Medium,Medium,No Purchase
13376,45,Female,Other,RPG,14,0,Easy,17,141,81,45,High,Medium,No Purchase
13377,46,Male,Europe,Sports,9,0,Hard,13,157,27,6,High,Low,No Purchase
13378,16,Male,USA,Sports,13,0,Hard,10,119,9,28,Medium,Medium,No Purchase
13379,24,Male,Other,Strategy,18,0,Medium,17,49,37,15,Medium,Medium,No Purchase
13380,16,Male,USA,Strategy,3,0,Easy,3,67,36,1,Low,Low,No Purchase
13381,16,Male,Asia,RPG,6,0,Medium,2,149,80,39,Medium,Low,No Purchase
13382,38,Female,Europe,Simulation,9,0,Medium,0,14,93,44,Low,Low,No Purchase
13383,31,Male,Europe,Strategy,18,0,Easy,4,40,90,14,Low,Medium,No Purchase
13384,46,Male,USA,Simulation,22,0,Medium,8,96,2,0,Medium,Medium,No Purchase
13385,30,Female,Europe,Strategy,22,0,Hard,11,39,43,46,High,Medium,No Purchase
13386,30,Female,Other,Sports,9,0,Easy,16,32,28,19,Medium,Low,No Purchase
13387,45,Female,USA,Simulation,11,0,Easy,13,80,54,5,Medium,Medium,No Purchase
13388,38,Male,USA,Action,22,0,Medium,1,152,34,19,Low,Medium,No Purchase
13389,15,Male,Other,Strategy,1,1,Hard,14,90,5,12,Medium,Low,Purchased
13390,25,Male,USA,Sports,18,0,Medium,5,165,64,19,Low,Medium,No Purchase
13391,35,Female,USA,Action,14,0,Medium,7,136,33,5,Medium,Medium,No Purchase
13392,18,Female,USA,Strategy,4,0,Medium,5,165,56,47,Medium,Low,No Purchase
13393,21,Male,USA,Strategy,19,0,Easy,14,175,20,40,Medium,Medium,No Purchase
13394,40,Male,Europe,Simulation,2,1,Medium,12,12,99,38,Medium,Low,Purchased
13395,26,Male,USA,Simulation,3,1,Easy,17,37,99,39,Medium,Low,Purchased
13396,45,Male,USA,Simulation,13,0,Easy,14,126,49,33,High,Medium,No Purchase
13397,31,Female,Asia,Sports,7,0,Medium,16,126,29,16,High,Low,No Purchase
13398,47,Male,Asia,RPG,3,0,Medium,4,77,69,5,Low,Low,No Purchase
13399,25,Male,USA,Simulation,17,0,Easy,5,67,19,38,High,Medium,No Purchase
13400,42,Female,USA,Action,4,0,Easy,10,123,80,26,Medium,Low,No Purchase
13401,46,Male,Other,Simulation,24,0,Easy,9,12,60,43,Low,Medium,No Purchase
13402,15,Male,Other,Sports,23,0,Easy,1,39,22,46,Low,Medium,No Purchase
13403,42,Male,Other,Action,10,0,Easy,18,149,1,41,High,Medium,No Purchase
13404,21,Male,Other,Sports,18,0,Easy,7,42,42,3,Low,Medium,No Purchase
13405,16,Male,Europe,Simulation,19,1,Medium,8,33,35,30,Low,Medium,Purchased
13406,38,Male,USA,RPG,13,0,Medium,5,55,37,28,Low,Medium,No Purchase
13407,18,Male,Other,Action,19,0,Medium,3,101,14,32,Low,Medium,No Purchase
13408,33,Male,Asia,Strategy,19,0,Medium,15,79,46,44,Medium,Medium,No Purchase
13409,40,Male,Asia,Action,24,1,Easy,4,50,87,38,High,Medium,Purchased
13410,25,Female,Asia,Sports,7,0,Medium,5,168,12,38,Medium,Low,No Purchase
13411,25,Male,Europe,Simulation,21,1,Medium,15,153,70,36,High,Medium,Purchased
13412,17,Male,Europe,RPG,16,0,Medium,16,22,25,8,Medium,Medium,No Purchase
13413,26,Male,USA,Action,4,0,Medium,5,177,54,18,Medium,Low,No Purchase
13414,17,Male,USA,Action,4,0,Easy,8,179,80,44,High,Low,No Purchase
13415,41,Male,Europe,Action,19,0,Hard,5,88,13,45,Medium,Medium,No Purchase
13416,16,Female,Europe,Strategy,10,1,Easy,12,94,6,19,Medium,Medium,Purchased
13417,30,Male,Asia,Simulation,21,0,Hard,4,66,98,0,Low,Medium,No Purchase
13418,16,Female,Europe,RPG,12,0,Easy,15,13,15,6,Low,Medium,No Purchase
13419,44,Male,Asia,Action,7,1,Easy,14,107,24,24,High,Low,Purchased
13420,34,Female,USA,Sports,20,1,Hard,5,177,77,27,Low,Medium,Purchased
13421,42,Female,Other,Sports,22,0,Hard,16,80,80,15,Medium,Medium,No Purchase
13422,39,Male,USA,Sports,11,0,Hard,5,40,20,34,Low,Medium,No Purchase
13423,46,Male,Europe,Strategy,12,0,Medium,14,83,54,30,Medium,Medium,No Purchase
13424,24,Male,USA,RPG,22,0,Easy,2,164,4,15,Low,Medium,No Purchase
13425,47,Female,USA,Sports,8,0,Easy,4,20,22,37,Low,Low,No Purchase
13426,27,Male,USA,Strategy,15,1,Easy,2,168,74,5,Medium,Medium,Purchased
13427,30,Female,Europe,RPG,1,0,Hard,0,169,5,18,Low,Low,No Purchase
13428,36,Female,USA,Action,24,0,Medium,19,168,80,24,High,Medium,No Purchase
13429,34,Male,Other,RPG,3,0,Hard,0,54,3,35,Low,Low,No Purchase
13430,41,Male,Asia,RPG,4,1,Medium,13,114,20,10,High,Low,Purchased
13431,30,Male,Europe,RPG,4,1,Hard,8,38,93,19,Medium,Low,Purchased
13432,48,Female,Europe,RPG,1,0,Hard,18,154,99,24,High,Low,No Purchase
13433,46,Male,USA,RPG,19,0,Easy,10,35,9,18,Medium,Medium,No Purchase
13434,40,Male,Europe,RPG,11,0,Medium,5,118,88,32,Medium,Medium,No Purchase
13435,39,Male,Europe,Action,11,0,Easy,17,163,6,11,Low,Medium,No Purchase
13436,16,Male,USA,Sports,23,1,Hard,17,165,72,13,High,Medium,Purchased
13437,26,Male,Europe,Strategy,5,1,Medium,17,133,99,25,High,Low,Purchased
13438,23,Female,Europe,RPG,1,1,Easy,4,12,6,15,Low,Low,Purchased
13439,26,Female,Europe,Action,15,0,Easy,10,126,93,40,High,Medium,No Purchase
13440,40,Female,Asia,Action,11,0,Easy,18,84,69,12,High,Medium,No Purchase
13441,23,Female,Europe,Action,5,0,Medium,0,47,27,47,Low,Low,No Purchase
13442,24,Female,USA,Strategy,11,0,Easy,18,126,90,15,High,Medium,No Purchase
13443,46,Male,USA,Strategy,5,0,Easy,18,117,62,31,High,Low,No Purchase
13444,48,Female,Asia,Sports,23,0,Hard,4,113,41,14,Medium,Medium,No Purchase
13445,34,Male,USA,Simulation,21,0,Easy,18,87,38,4,High,Medium,No Purchase
13446,16,Male,Asia,Sports,13,0,Easy,6,106,4,1,Medium,Medium,No Purchase
13447,15,Male,Europe,RPG,11,0,Hard,5,37,21,13,Low,Medium,No Purchase
13448,38,Male,Asia,RPG,7,0,Medium,8,139,21,26,Medium,Low,No Purchase
13449,41,Male,USA,Strategy,17,0,Medium,13,161,33,22,High,Medium,No Purchase
13450,16,Male,USA,Sports,3,0,Medium,3,111,57,16,Medium,Low,No Purchase
13451,45,Female,Asia,Action,18,0,Easy,7,58,91,26,Medium,Medium,No Purchase
13452,28,Male,USA,Action,11,1,Medium,11,161,96,4,High,Medium,Purchased
13453,16,Male,USA,Sports,14,0,Easy,4,127,10,22,Medium,Medium,No Purchase
13454,43,Female,USA,RPG,17,1,Easy,11,108,40,37,Medium,Medium,Purchased
13455,29,Male,USA,Action,18,0,Medium,14,59,8,43,Medium,Medium,No Purchase
13456,26,Male,USA,RPG,16,0,Easy,1,10,23,46,Low,Medium,No Purchase
13457,42,Female,Other,Sports,7,0,Easy,0,140,56,18,Low,Low,No Purchase
13458,34,Male,USA,Action,4,0,Medium,14,139,44,29,High,Low,No Purchase
13459,38,Male,Asia,RPG,7,0,Easy,5,144,68,49,Medium,Low,No Purchase
13460,35,Male,Europe,Simulation,4,0,Easy,12,28,36,1,Low,Low,No Purchase
13461,24,Male,Asia,Action,21,0,Hard,18,82,33,37,Low,Medium,No Purchase
13462,28,Male,Asia,Strategy,2,0,Easy,1,23,58,5,Low,Low,No Purchase
13463,32,Male,USA,Simulation,14,1,Hard,5,150,79,25,Medium,Medium,Purchased
13464,38,Male,Europe,Sports,22,0,Hard,6,64,25,4,Medium,Medium,No Purchase
13465,28,Male,USA,RPG,23,1,Hard,2,30,13,44,Low,Medium,Purchased
13466,48,Female,Asia,Action,21,0,Medium,7,147,72,9,High,Medium,No Purchase
13467,26,Male,Asia,Strategy,12,1,Medium,11,68,51,41,Medium,Medium,Purchased
13468,36,Female,USA,Action,15,0,Easy,16,15,37,43,Low,Medium,No Purchase
13469,20,Male,Europe,Simulation,4,0,Easy,14,87,92,41,High,Low,No Purchase
13470,36,Female,Europe,RPG,5,0,Easy,11,133,30,36,High,Low,No Purchase
13471,28,Male,Europe,RPG,5,0,Medium,3,101,62,17,Medium,Low,No Purchase
13472,30,Male,USA,Strategy,13,0,Medium,17,28,23,43,Medium,Medium,No Purchase
13473,39,Male,USA,RPG,13,1,Easy,11,151,13,36,Medium,Medium,Purchased
13474,46,Female,Asia,Strategy,5,0,Medium,2,53,57,17,Low,Low,No Purchase
13475,47,Male,USA,Simulation,5,0,Easy,2,174,87,24,Medium,Low,No Purchase
13476,34,Male,USA,Strategy,18,0,Easy,10,134,49,46,High,Medium,No Purchase
13477,32,Male,USA,Sports,6,1,Medium,18,91,3,3,High,Low,Purchased
13478,17,Male,USA,Sports,14,1,Medium,12,167,49,11,High,Medium,Purchased
13479,37,Female,Europe,RPG,5,1,Medium,18,42,95,31,Medium,Low,Purchased
13480,46,Female,Europe,Strategy,12,0,Easy,10,76,68,48,Medium,Medium,No Purchase
13481,30,Male,Europe,Strategy,15,0,Easy,4,176,36,26,Low,Medium,No Purchase
13482,19,Male,Asia,Action,23,0,Hard,12,96,6,40,Medium,Medium,No Purchase
13483,18,Male,Asia,Strategy,3,1,Hard,11,161,78,47,High,Low,Purchased
13484,35,Female,USA,Action,17,0,Easy,16,133,21,9,High,Medium,No Purchase
13485,28,Male,USA,Simulation,18,0,Easy,12,159,58,26,High,Medium,No Purchase
13486,45,Male,USA,Action,5,0,Easy,19,28,60,2,Medium,Low,No Purchase
13487,28,Male,Asia,RPG,10,0,Hard,18,131,9,15,High,Medium,No Purchase
13488,20,Male,Europe,Sports,17,0,Hard,2,122,7,23,Low,Medium,No Purchase
13489,26,Female,USA,RPG,17,1,Medium,3,49,99,15,Low,Medium,Purchased
13490,30,Male,USA,Action,12,1,Medium,18,118,19,43,High,Medium,Purchased
13491,31,Female,Asia,Action,17,0,Hard,7,139,48,4,Medium,Medium,No Purchase
13492,37,Male,USA,Action,13,0,Medium,3,137,62,19,Medium,Medium,No Purchase
13493,28,Female,USA,RPG,3,1,Medium,18,120,8,10,High,Low,Purchased
13494,21,Male,Europe,Strategy,19,0,Easy,10,174,43,48,High,Medium,No Purchase
13495,46,Female,Asia,Simulation,6,1,Easy,14,161,71,17,High,Low,Purchased
13496,29,Male,Europe,RPG,23,0,Medium,8,103,83,32,Medium,Medium,No Purchase
13497,31,Female,Asia,Action,19,0,Easy,16,160,35,2,High,Medium,No Purchase
13498,48,Female,Europe,Strategy,18,0,Easy,7,158,51,19,Medium,Medium,No Purchase
13499,19,Male,Europe,RPG,19,0,Easy,17,40,79,12,Medium,Medium,No Purchase
13500,41,Male,Europe,RPG,9,0,Medium,14,106,4,19,High,Low,No Purchase
13501,37,Female,Asia,RPG,2,0,Hard,4,17,59,19,Low,Low,No Purchase
13502,28,Male,USA,Action,10,0,Medium,8,81,79,29,Medium,Medium,No Purchase
13503,29,Female,Asia,Strategy,8,0,Easy,1,169,39,35,Low,Low,No Purchase
13504,47,Male,Europe,RPG,5,1,Easy,12,138,5,1,High,Low,Purchased
13505,45,Male,Asia,Sports,8,0,Easy,8,39,91,17,Medium,Low,No Purchase
13506,49,Male,Europe,Simulation,16,1,Medium,5,162,35,1,Medium,Medium,Purchased
13507,31,Male,Europe,RPG,2,0,Easy,2,76,77,16,Low,Low,No Purchase
13508,42,Male,USA,Action,7,0,Medium,10,176,51,19,High,Low,No Purchase
13509,33,Male,Asia,Strategy,7,1,Medium,10,152,30,48,High,Low,Purchased
13510,37,Female,Other,Simulation,5,0,Hard,7,161,84,28,Medium,Low,No Purchase
13511,46,Female,Europe,Sports,22,0,Easy,4,77,92,14,High,Medium,No Purchase
13512,27,Male,USA,Action,21,1,Easy,15,111,72,39,High,Medium,Purchased
13513,34,Male,Europe,Sports,16,0,Hard,16,106,16,43,High,Medium,No Purchase
13514,49,Female,USA,Simulation,19,0,Easy,19,132,27,17,High,Medium,No Purchase
13515,19,Male,USA,Action,17,0,Easy,18,12,22,34,Low,Medium,No Purchase
13516,23,Female,USA,RPG,2,0,Medium,4,51,58,14,Low,Low,No Purchase
13517,43,Male,Europe,RPG,20,0,Medium,7,177,62,9,Medium,Medium,No Purchase
13518,20,Female,Asia,Strategy,11,0,Hard,6,48,3,28,Low,Medium,No Purchase
13519,39,Male,USA,Sports,12,0,Hard,3,76,99,43,Medium,Medium,No Purchase
13520,45,Female,Other,Strategy,23,0,Easy,1,57,42,10,Low,Medium,No Purchase
13521,36,Male,Europe,Action,23,0,Medium,12,79,88,35,Medium,Medium,No Purchase
13522,16,Male,Other,Action,7,0,Easy,1,61,86,23,Low,Low,No Purchase
13523,19,Male,USA,Sports,9,0,Easy,11,25,42,39,Medium,Low,No Purchase
13524,41,Male,Europe,Action,1,0,Easy,12,14,55,12,Low,Low,No Purchase
13525,39,Male,Europe,Sports,10,1,Medium,18,76,9,29,Medium,Medium,Purchased
13526,22,Female,Europe,RPG,7,0,Medium,1,135,55,40,Low,Low,No Purchase
13527,15,Male,Other,Action,1,0,Hard,10,122,61,23,Medium,Low,No Purchase
13528,34,Male,Asia,Simulation,8,0,Medium,18,51,36,21,Medium,Low,No Purchase
13529,37,Male,Asia,Sports,14,1,Medium,0,177,11,30,Low,Medium,Purchased
